claim_id,claim_date,sale_id,repair_status
CLM015813,2020-11-23,SALE102176,Warranty Void
CLM015814,2024-06-15,SALE102181,Completed
CLM015815,2025-12-19,SALE102182,Replaced
CLM015816,2021-11-09,SALE102192,Paid Repaired
CLM015817,2023-10-03,SALE102193,Completed
CLM015818,2023-04-25,SALE102196,Completed
CLM015819,2024-09-23,SALE102210,Replaced
CLM015820,2022-07-19,SALE102217,Completed
CLM015821,2022-05-02,SALE102219,Completed
CLM015822,2021-12-31,SALE102241,Rejected
CLM015823,2024-03-15,SALE102243,Completed
CLM015824,2022-09-20,SALE102250,Completed
CLM015825,2024-06-12,SALE102252,Replaced
CLM015826,2024-12-10,SALE102258,Replaced
CLM015827,2024-08-13,SALE102261,Completed
CLM015828,2025-02-01,SALE102270,Completed
CLM015829,2023-06-30,SALE102273,Completed
CLM015830,2022-10-25,SALE102274,Completed
CLM015831,2023-11-12,SALE102290,Warranty Void
CLM015832,2020-04-15,SALE102292,Paid Repaired
CLM015833,2021-03-04,SALE102295,Pending
CLM015834,2021-06-25,SALE102301,Completed
CLM015835,2023-10-08,SALE102303,Warranty Void
CLM015836,2022-08-19,SALE102306,Replaced
CLM015837,2022-09-03,SALE102312,Replaced
CLM015838,2024-05-08,SALE102322,Pending
CLM015839,2023-12-27,SALE102324,Pending
CLM015840,2022-10-18,SALE102326,Completed
CLM015841,2023-04-21,SALE102331,Completed
CLM015842,2024-10-14,SALE102341,Completed
CLM015843,2025-04-15,SALE102345,Replaced
CLM015844,2024-05-24,SALE102347,Completed
CLM015845,2024-03-21,SALE102356,Completed
CLM015846,2024-09-17,SALE102358,Completed
CLM015847,2021-03-13,SALE102359,Completed
CLM015848,2022-01-25,SALE102360,Completed
CLM015849,2025-12-31,SALE102377,Completed
CLM015850,2025-12-31,SALE102378,Replaced
CLM015851,2024-01-21,SALE102381,Completed
CLM015852,2024-11-01,SALE102384,Completed
CLM015853,2021-03-12,SALE102386,Rejected
CLM015854,2022-01-01,SALE102387,Warranty Void
CLM015855,2022-06-04,SALE102392,Warranty Void
CLM015856,2023-11-21,SALE102399,Warranty Void
CLM015857,2025-02-10,SALE102401,Replaced
CLM015858,2022-10-05,SALE102402,Rejected
CLM015859,2024-01-02,SALE102413,Completed
CLM015860,2022-03-30,SALE102418,Pending
CLM015861,2021-10-13,SALE102419,Paid Repaired
CLM015862,2021-02-24,SALE102428,Paid Repaired
CLM015863,2022-08-24,SALE102431,Replaced
CLM015864,2025-03-09,SALE102442,Replaced
CLM015865,2025-12-31,SALE102449,Pending
CLM015866,2024-11-07,SALE102454,Paid Repaired
CLM015867,2022-08-22,SALE102458,Replaced
CLM015868,2021-04-02,SALE102464,Completed
CLM015869,2025-12-31,SALE102470,Rejected
CLM015870,2024-10-02,SALE102490,Replaced
CLM015871,2023-02-23,SALE102492,Completed
CLM015872,2023-06-07,SALE102498,Replaced
CLM015873,2024-10-26,SALE102500,Replaced
CLM015874,2021-09-15,SALE102514,Paid Repaired
CLM015875,2020-12-28,SALE102536,Completed
CLM015876,2025-05-03,SALE102538,Replaced
CLM015877,2024-03-18,SALE102556,Completed
CLM015878,2025-12-31,SALE102564,Rejected
CLM015879,2021-08-13,SALE102566,Pending
CLM015880,2025-02-11,SALE102584,Warranty Void
CLM015881,2023-04-20,SALE102587,Completed
CLM015882,2025-12-31,SALE102588,Completed
CLM015883,2022-03-29,SALE102594,Completed
CLM015884,2024-09-08,SALE102595,Paid Repaired
CLM015885,2025-12-05,SALE102599,Completed
CLM015886,2021-09-22,SALE102609,Pending
CLM015887,2021-04-23,SALE102611,Completed
CLM015888,2024-03-22,SALE102618,Completed
CLM015889,2021-12-30,SALE102623,Pending
CLM015890,2020-12-17,SALE102624,Warranty Void
CLM015891,2021-05-26,SALE102631,Replaced
CLM015892,2023-12-28,SALE102634,Paid Repaired
CLM015893,2021-08-03,SALE102642,Pending
CLM015894,2024-03-29,SALE102649,Replaced
CLM015895,2024-07-25,SALE102650,Replaced
CLM015896,2021-08-21,SALE102651,Completed
CLM015897,2024-07-02,SALE102655,Paid Repaired
CLM015898,2020-04-07,SALE102659,Warranty Void
CLM015899,2022-02-08,SALE102660,Replaced
CLM015900,2025-03-19,SALE102671,Completed
CLM015901,2023-08-08,SALE102678,Paid Repaired
CLM015902,2023-08-18,SALE102690,Replaced
CLM015903,2023-06-16,SALE102697,Pending
CLM015904,2022-11-20,SALE102698,Completed
CLM015905,2024-04-18,SALE102715,Completed
CLM015906,2023-08-20,SALE102725,Warranty Void
CLM015907,2023-06-01,SALE102726,Completed
CLM015908,2021-04-11,SALE102727,Replaced
CLM015909,2025-03-04,SALE102750,Completed
CLM015910,2025-06-13,SALE102751,Pending
CLM015911,2022-04-24,SALE102762,Completed
CLM015912,2025-12-31,SALE102766,Warranty Void
CLM015913,2025-02-14,SALE102769,Replaced
CLM015914,2024-04-20,SALE102770,Pending
CLM015915,2021-09-25,SALE102773,Pending
CLM015916,2020-09-18,SALE102775,Completed
CLM015917,2023-03-05,SALE102782,Pending
CLM015918,2022-02-01,SALE102786,Replaced
CLM015919,2021-08-06,SALE102797,Completed
CLM015920,2020-06-19,SALE102798,Paid Repaired
CLM015921,2021-04-01,SALE102807,Replaced
CLM015922,2024-10-02,SALE102809,Replaced
CLM015923,2020-11-21,SALE102815,Replaced
CLM015924,2024-04-18,SALE102819,Replaced
CLM015925,2025-08-11,SALE102821,Completed
CLM015926,2023-09-02,SALE102825,Completed
CLM015927,2020-10-02,SALE102826,Completed
CLM015928,2022-06-09,SALE102839,Completed
CLM015929,2024-05-20,SALE102848,Replaced
CLM015930,2025-12-31,SALE102872,Rejected
CLM015931,2024-08-02,SALE102876,Pending
CLM015932,2020-04-22,SALE102887,Replaced
CLM015933,2021-11-18,SALE102888,Paid Repaired
CLM015934,2023-12-28,SALE102895,Completed
CLM015935,2020-08-19,SALE102897,Completed
CLM015936,2022-09-08,SALE102905,Paid Repaired
CLM015937,2025-03-16,SALE102907,Warranty Void
CLM015938,2022-03-11,SALE102910,Completed
CLM015939,2025-09-25,SALE102911,Replaced
CLM015940,2020-12-29,SALE102916,Completed
CLM015941,2021-07-02,SALE102922,Pending
CLM015942,2023-08-14,SALE102924,Warranty Void
CLM015943,2021-03-10,SALE102928,Completed
CLM015944,2023-10-29,SALE102934,Completed
CLM015945,2021-01-30,SALE102948,Completed
CLM015946,2023-04-04,SALE102959,Warranty Void
CLM015947,2025-05-16,SALE102967,Pending
CLM015948,2022-04-19,SALE102975,Replaced
CLM015949,2025-06-22,SALE102999,Paid Repaired
CLM015950,2022-04-29,SALE103000,Completed
CLM015951,2024-06-25,SALE103007,Completed
CLM015952,2024-08-18,SALE103024,Completed
CLM015953,2021-09-22,SALE103025,Completed
CLM015954,2021-11-15,SALE103033,Rejected
CLM015955,2025-08-17,SALE103035,Completed
CLM015956,2025-12-31,SALE103052,Completed
CLM015957,2024-06-09,SALE103060,Completed
CLM015958,2023-02-11,SALE103061,Completed
CLM015959,2021-09-01,SALE103076,Warranty Void
CLM015960,2021-03-12,SALE103093,Completed
CLM015961,2021-06-26,SALE103098,Completed
CLM015962,2025-12-31,SALE103100,Pending
CLM015963,2022-01-30,SALE103113,Completed
CLM015964,2025-12-31,SALE103117,Completed
CLM015965,2025-02-07,SALE103121,Paid Repaired
CLM015966,2021-01-17,SALE103129,Completed
CLM015967,2022-08-22,SALE103143,Completed
CLM015968,2021-09-28,SALE103161,Replaced
CLM015969,2022-07-14,SALE103183,Pending
CLM015970,2024-06-21,SALE103212,Completed
CLM015971,2022-10-28,SALE103215,Completed
CLM015972,2025-05-16,SALE103224,Pending
CLM015973,2020-09-02,SALE103225,Replaced
CLM015974,2022-03-15,SALE103226,Completed
CLM015975,2025-06-22,SALE103239,Completed
CLM015976,2022-05-17,SALE103241,Paid Repaired
CLM015977,2025-06-15,SALE103251,Replaced
CLM015978,2021-06-24,SALE103255,Completed
CLM015979,2025-07-28,SALE103258,Replaced
CLM015980,2024-06-01,SALE103261,Completed
CLM015981,2025-12-31,SALE103262,Replaced
CLM015982,2025-09-08,SALE103280,Completed
CLM015983,2021-05-14,SALE103282,Completed
CLM015984,2022-06-18,SALE103285,Paid Repaired
CLM015985,2024-12-28,SALE103286,Completed
CLM015986,2022-10-18,SALE103288,Warranty Void
CLM015987,2024-06-26,SALE103296,Replaced
CLM015988,2022-05-19,SALE103298,Completed
CLM015989,2023-11-09,SALE103300,Replaced
CLM015990,2020-07-30,SALE103303,Replaced
CLM015991,2022-10-06,SALE103305,Warranty Void
CLM015992,2021-06-20,SALE103310,Replaced
CLM015993,2024-08-03,SALE103312,Replaced
CLM015994,2025-12-27,SALE103317,Completed
CLM015995,2024-07-13,SALE103326,Pending
CLM015996,2025-12-18,SALE103339,Warranty Void
CLM015997,2024-05-24,SALE103345,Completed
CLM015998,2021-11-14,SALE103353,Replaced
CLM015999,2024-03-02,SALE103382,Completed
CLM016000,2021-03-27,SALE103383,Replaced
CLM016001,2023-07-02,SALE103386,Completed
CLM016002,2021-12-08,SALE103387,Completed
CLM016003,2024-09-08,SALE103399,Replaced
CLM016004,2022-09-27,SALE103405,Completed
CLM016005,2022-07-18,SALE103406,Completed
CLM016006,2022-02-06,SALE103408,Completed
CLM016007,2025-08-30,SALE103409,Rejected
CLM016008,2024-05-25,SALE103418,Replaced
CLM016009,2020-02-17,SALE103420,Paid Repaired
CLM016010,2022-01-26,SALE103423,Warranty Void
CLM016011,2025-12-31,SALE103431,Completed
CLM016012,2021-02-06,SALE103432,Completed
CLM016013,2022-07-05,SALE103440,Warranty Void
CLM016014,2021-06-03,SALE103449,Completed
CLM016015,2024-08-19,SALE103453,Replaced
CLM016016,2025-12-25,SALE103470,Completed
CLM016017,2025-09-28,SALE103474,Completed
CLM016018,2024-09-05,SALE103476,Replaced
CLM016019,2024-04-18,SALE103483,Replaced
CLM016020,2020-07-26,SALE103485,Paid Repaired
CLM016021,2023-08-07,SALE103491,Paid Repaired
CLM016022,2023-12-10,SALE103495,Replaced
CLM016023,2023-12-22,SALE103530,Paid Repaired
CLM016024,2024-03-13,SALE103532,Completed
CLM016025,2024-08-14,SALE103534,Paid Repaired
CLM016026,2022-06-28,SALE103535,Completed
CLM016027,2025-04-27,SALE103539,Paid Repaired
CLM016028,2021-12-10,SALE103550,Replaced
CLM016029,2024-01-02,SALE103551,Paid Repaired
CLM016030,2024-03-16,SALE103552,Completed
CLM016031,2025-11-13,SALE103555,Completed
CLM016032,2025-04-10,SALE103559,Rejected
CLM016033,2024-07-16,SALE103569,Completed
CLM016034,2025-12-31,SALE103581,Completed
CLM016035,2025-02-23,SALE103607,Completed
CLM016036,2023-03-13,SALE103621,Pending
CLM016037,2025-11-27,SALE103622,Completed
CLM016038,2021-07-19,SALE103627,Completed
CLM016039,2025-12-31,SALE103629,Warranty Void
CLM016040,2023-07-07,SALE103632,Rejected
CLM016041,2025-01-12,SALE103639,Replaced
CLM016042,2025-02-10,SALE103652,Replaced
CLM016043,2025-09-05,SALE103661,Pending
CLM016044,2025-12-31,SALE103677,Replaced
CLM016045,2024-11-06,SALE103678,Completed
CLM016046,2024-01-17,SALE103691,Completed
CLM016047,2023-03-19,SALE103698,Replaced
CLM016048,2023-04-19,SALE103710,Warranty Void
CLM016049,2025-03-17,SALE103715,Completed
CLM016050,2023-02-06,SALE103761,Replaced
CLM016051,2025-12-31,SALE103773,Completed
CLM016052,2025-12-31,SALE103779,Completed
CLM016053,2025-02-22,SALE103782,Completed
CLM016054,2022-06-20,SALE103784,Paid Repaired
CLM016055,2025-01-16,SALE103790,Completed
CLM016056,2025-12-31,SALE103795,Completed
CLM016057,2025-02-17,SALE103797,Completed
CLM016058,2023-03-07,SALE103827,Replaced
CLM016059,2022-01-12,SALE103829,Replaced
CLM016060,2025-12-31,SALE103843,Paid Repaired
CLM016061,2022-09-07,SALE103844,Completed
CLM016062,2022-07-26,SALE103845,Warranty Void
CLM016063,2025-07-11,SALE103852,Completed
CLM016064,2024-09-30,SALE103869,Replaced
CLM016065,2021-03-31,SALE103879,Replaced
CLM016066,2024-02-19,SALE103881,Paid Repaired
CLM016067,2025-12-09,SALE103882,Pending
CLM016068,2023-07-17,SALE103905,Paid Repaired
CLM016069,2024-10-02,SALE103917,Replaced
CLM016070,2021-04-27,SALE103923,Warranty Void
CLM016071,2025-02-16,SALE103927,Completed
CLM016072,2025-08-01,SALE103933,Paid Repaired
CLM016073,2021-05-01,SALE103937,Replaced
CLM016074,2022-11-26,SALE103939,Completed
CLM016075,2024-08-15,SALE103943,Completed
CLM016076,2024-09-24,SALE103946,Completed
CLM016077,2025-09-09,SALE103951,Completed
CLM016078,2024-06-16,SALE103955,Completed
CLM016079,2022-09-08,SALE103963,Replaced
CLM016080,2022-03-09,SALE103966,Pending
CLM016081,2021-05-19,SALE103982,Pending
CLM016082,2025-12-31,SALE103984,Paid Repaired
CLM016083,2023-10-08,SALE103987,Completed
CLM016084,2022-05-21,SALE103999,Completed
CLM016085,2023-01-16,SALE104003,Completed
CLM016086,2025-07-02,SALE104005,Completed
CLM016087,2024-12-18,SALE104006,Completed
CLM016088,2022-02-14,SALE104009,Completed
CLM016089,2022-10-02,SALE104011,Replaced
CLM016090,2022-11-29,SALE104013,Replaced
CLM016091,2021-09-03,SALE104015,Pending
CLM016092,2024-02-04,SALE104027,Replaced
CLM016093,2022-07-21,SALE104041,Completed
CLM016094,2021-06-16,SALE104047,Completed
CLM016095,2023-05-07,SALE104048,Replaced
CLM016096,2024-08-14,SALE104051,Warranty Void
CLM016097,2024-09-02,SALE104052,Paid Repaired
CLM016098,2021-09-07,SALE104053,Rejected
CLM016099,2021-10-13,SALE104071,Paid Repaired
CLM016100,2022-10-08,SALE104077,Completed
CLM016101,2023-05-14,SALE104087,Replaced
CLM016102,2022-07-22,SALE104088,Rejected
CLM016103,2025-12-31,SALE104089,Replaced
CLM016104,2021-11-10,SALE104093,Completed
CLM016105,2022-01-25,SALE104102,Replaced
CLM016106,2020-10-31,SALE104106,Completed
CLM016107,2021-12-08,SALE104108,Replaced
CLM016108,2024-06-25,SALE104112,Replaced
CLM016109,2020-08-19,SALE104120,Completed
CLM016110,2022-04-18,SALE104122,Paid Repaired
CLM016111,2024-09-27,SALE104128,Completed
CLM016112,2022-04-02,SALE104134,Pending
CLM016113,2022-04-24,SALE104136,Pending
CLM016114,2024-01-21,SALE104166,Completed
CLM016115,2023-02-08,SALE104172,Paid Repaired
CLM016116,2022-10-16,SALE104181,Completed
CLM016117,2024-02-27,SALE104183,Pending
CLM016118,2021-01-22,SALE104197,Warranty Void
CLM016119,2025-03-07,SALE104208,Paid Repaired
CLM016120,2023-02-15,SALE104222,Completed
CLM016121,2024-12-18,SALE104223,Replaced
CLM016122,2024-03-01,SALE104225,Replaced
CLM016123,2024-05-24,SALE104236,Replaced
CLM016124,2023-11-25,SALE104239,Pending
CLM016125,2022-12-30,SALE104245,Paid Repaired
CLM016126,2023-12-16,SALE104251,Replaced
CLM016127,2024-01-24,SALE104264,Replaced
CLM016128,2025-08-03,SALE104272,Completed
CLM016129,2024-08-08,SALE104275,Replaced
CLM016130,2022-11-13,SALE104281,Completed
CLM016131,2021-01-19,SALE104293,Completed
CLM016132,2021-06-05,SALE104299,Warranty Void
CLM016133,2022-03-29,SALE104304,Warranty Void
CLM016134,2022-05-10,SALE104305,Completed
CLM016135,2025-02-06,SALE104307,Pending
CLM016136,2022-02-21,SALE104312,Replaced
CLM016137,2024-01-11,SALE104317,Paid Repaired
CLM016138,2025-11-05,SALE104320,Completed
CLM016139,2023-07-09,SALE104327,Paid Repaired
CLM016140,2021-12-05,SALE104328,Completed
CLM016141,2022-03-02,SALE104329,Pending
CLM016142,2022-09-18,SALE104330,Completed
CLM016143,2025-09-06,SALE104344,Completed
CLM016144,2021-04-11,SALE104349,Completed
CLM016145,2024-09-19,SALE104355,Paid Repaired
CLM016146,2023-07-28,SALE104368,Paid Repaired
CLM016147,2023-04-13,SALE104379,Completed
CLM016148,2021-08-16,SALE104383,Completed
CLM016149,2023-03-15,SALE104393,Completed
CLM016150,2021-06-04,SALE104395,Pending
CLM016151,2022-11-29,SALE104401,Completed
CLM016152,2025-04-22,SALE104409,Completed
CLM016153,2023-10-10,SALE104414,Completed
CLM016154,2020-10-24,SALE104428,Completed
CLM016155,2024-02-24,SALE104435,Completed
CLM016156,2022-08-16,SALE104441,Completed
CLM016157,2020-10-28,SALE104463,Replaced
CLM016158,2021-08-12,SALE104466,Paid Repaired
CLM016159,2021-11-06,SALE104467,Rejected
CLM016160,2023-03-23,SALE104473,Completed
CLM016161,2024-03-05,SALE104478,Completed
CLM016162,2024-06-19,SALE104480,Warranty Void
CLM016163,2023-03-23,SALE104487,Completed
CLM016164,2023-01-20,SALE104490,Completed
CLM016165,2023-08-30,SALE104491,Completed
CLM016166,2023-11-19,SALE104493,Paid Repaired
CLM016167,2021-05-07,SALE104495,Completed
CLM016168,2023-06-10,SALE104501,Completed
CLM016169,2024-07-06,SALE104507,Completed
CLM016170,2025-12-31,SALE104508,Completed
CLM016171,2024-09-20,SALE104526,Completed
CLM016172,2023-06-16,SALE104530,Paid Repaired
CLM016173,2024-06-24,SALE104532,Replaced
CLM016174,2025-04-23,SALE104536,Completed
CLM016175,2022-01-06,SALE104539,Completed
CLM016176,2024-11-27,SALE104542,Paid Repaired
CLM016177,2022-11-12,SALE104545,Completed
CLM016178,2024-11-05,SALE104546,Pending
CLM016179,2022-09-10,SALE104553,Replaced
CLM016180,2021-11-04,SALE104557,Replaced
CLM016181,2021-05-07,SALE104558,Completed
CLM016182,2021-10-02,SALE104570,Warranty Void
CLM016183,2022-05-30,SALE104584,Completed
CLM016184,2025-12-31,SALE104592,Paid Repaired
CLM016185,2022-10-18,SALE104596,Paid Repaired
CLM016186,2025-01-20,SALE104602,Completed
CLM016187,2025-03-27,SALE104603,Paid Repaired
CLM016188,2022-11-03,SALE104604,Completed
CLM016189,2025-12-31,SALE104606,Paid Repaired
CLM016190,2025-03-22,SALE104610,Paid Repaired
CLM016191,2022-07-13,SALE104611,Completed
CLM016192,2025-09-22,SALE104620,Replaced
CLM016193,2021-05-12,SALE104626,Paid Repaired
CLM016194,2021-11-14,SALE104629,Completed
CLM016195,2025-10-06,SALE104630,Completed
CLM016196,2022-05-20,SALE104634,Paid Repaired
CLM016197,2024-03-15,SALE104649,Paid Repaired
CLM016198,2023-11-30,SALE104658,Replaced
CLM016199,2023-11-30,SALE104659,Replaced
CLM016200,2021-11-16,SALE104668,Rejected
CLM016201,2024-11-07,SALE104676,Completed
CLM016202,2020-09-10,SALE104682,Paid Repaired
CLM016203,2024-09-29,SALE104689,Replaced
CLM016204,2025-12-31,SALE104698,Pending
CLM016205,2024-03-30,SALE104709,Replaced
CLM016206,2021-08-30,SALE104710,Paid Repaired
CLM016207,2023-02-13,SALE104713,Completed
CLM016208,2023-11-15,SALE104714,Paid Repaired
CLM016209,2023-02-13,SALE104720,Replaced
CLM016210,2021-09-04,SALE104734,Completed
CLM016211,2024-11-05,SALE104739,Paid Repaired
CLM016212,2022-10-02,SALE104740,Replaced
CLM016213,2023-05-08,SALE104745,Completed
CLM016214,2022-10-24,SALE104749,Replaced
CLM016215,2023-11-26,SALE104750,Replaced
CLM016216,2025-12-31,SALE104762,Paid Repaired
CLM016217,2024-05-06,SALE104766,Paid Repaired
CLM016218,2022-03-14,SALE104767,Completed
CLM016219,2025-08-13,SALE104773,Completed
CLM016220,2022-11-19,SALE104784,Completed
CLM016221,2024-01-01,SALE104786,Completed
CLM016222,2025-06-03,SALE104789,Completed
CLM016223,2020-10-28,SALE104809,Replaced
CLM016224,2023-01-26,SALE104818,Replaced
CLM016225,2021-12-02,SALE104827,Completed
CLM016226,2025-07-30,SALE104836,Replaced
CLM016227,2020-07-16,SALE104837,Completed
CLM016228,2023-03-28,SALE104839,Paid Repaired
CLM016229,2025-08-18,SALE104846,Completed
CLM016230,2023-07-07,SALE104850,Paid Repaired
CLM016231,2024-12-12,SALE104852,Completed
CLM016232,2020-09-17,SALE104857,Warranty Void
CLM016233,2024-12-05,SALE104886,Completed
CLM016234,2024-10-17,SALE104893,Completed
CLM016235,2024-06-24,SALE104903,Completed
CLM016236,2023-09-18,SALE104907,Completed
CLM016237,2025-10-03,SALE104912,Replaced
CLM016238,2024-06-24,SALE104942,Paid Repaired
CLM016239,2023-12-20,SALE104945,Rejected
CLM016240,2021-07-18,SALE104956,Completed
CLM016241,2025-01-26,SALE104958,Completed
CLM016242,2024-04-25,SALE104960,Warranty Void
CLM016243,2023-06-29,SALE104964,Replaced
CLM016244,2021-03-01,SALE104970,Rejected
CLM016245,2025-06-25,SALE104992,Completed
CLM016246,2024-11-28,SALE105001,Completed
CLM016247,2022-04-04,SALE105007,Completed
CLM016248,2022-07-31,SALE105008,Completed
CLM016249,2022-10-16,SALE105010,Replaced
CLM016250,2025-09-27,SALE105020,Completed
CLM016251,2025-04-16,SALE105041,Replaced
CLM016252,2023-07-01,SALE105049,Paid Repaired
CLM016253,2023-04-25,SALE105051,Completed
CLM016254,2025-04-14,SALE105053,Warranty Void
CLM016255,2021-04-03,SALE105060,Replaced
CLM016256,2024-07-07,SALE105061,Completed
CLM016257,2022-07-16,SALE105063,Replaced
CLM016258,2025-12-31,SALE105067,Replaced
CLM016259,2024-06-16,SALE105075,Warranty Void
CLM016260,2021-07-13,SALE105077,Pending
CLM016261,2020-03-24,SALE105084,Completed
CLM016262,2023-05-04,SALE105085,Warranty Void
CLM016263,2024-02-29,SALE105091,Rejected
CLM016264,2024-04-21,SALE105099,Completed
CLM016265,2025-02-12,SALE105107,Replaced
CLM016266,2022-10-01,SALE105108,Replaced
CLM016267,2023-04-26,SALE105111,Paid Repaired
CLM016268,2022-10-29,SALE105160,Completed
CLM016269,2023-12-08,SALE105162,Pending
CLM016270,2021-03-10,SALE105171,Completed
CLM016271,2022-01-04,SALE105179,Completed
CLM016272,2025-12-31,SALE105184,Completed
CLM016273,2022-04-18,SALE105185,Rejected
CLM016274,2021-10-31,SALE105193,Warranty Void
CLM016275,2024-02-16,SALE105196,Pending
CLM016276,2022-01-18,SALE105199,Paid Repaired
CLM016277,2024-09-07,SALE105201,Replaced
CLM016278,2020-12-16,SALE105213,Replaced
CLM016279,2022-09-02,SALE105216,Paid Repaired
CLM016280,2023-05-20,SALE105218,Paid Repaired
CLM016281,2025-07-14,SALE105220,Completed
CLM016282,2022-07-11,SALE105224,Paid Repaired
CLM016283,2024-04-13,SALE105235,Completed
CLM016284,2020-06-06,SALE105239,Completed
CLM016285,2021-05-06,SALE105241,Completed
CLM016286,2024-08-19,SALE105242,Completed
CLM016287,2024-06-17,SALE105246,Completed
CLM016288,2024-11-07,SALE105253,Warranty Void
CLM016289,2023-01-17,SALE105256,Rejected
CLM016290,2021-02-15,SALE105257,Replaced
CLM016291,2023-04-29,SALE105271,Completed
CLM016292,2025-03-14,SALE105272,Completed
CLM016293,2022-07-05,SALE105277,Completed
CLM016294,2021-07-19,SALE105285,Completed
CLM016295,2022-11-28,SALE105287,Paid Repaired
CLM016296,2025-12-31,SALE105291,Replaced
CLM016297,2024-11-25,SALE105300,Pending
CLM016298,2021-11-17,SALE105303,Completed
CLM016299,2023-04-09,SALE105306,Warranty Void
CLM016300,2024-03-25,SALE105307,Pending
CLM016301,2022-03-07,SALE105328,Pending
CLM016302,2023-02-07,SALE105331,Pending
CLM016303,2022-12-05,SALE105332,Replaced
CLM016304,2022-10-24,SALE105340,Pending
CLM016305,2023-05-14,SALE105349,Completed
CLM016306,2022-06-10,SALE105350,Warranty Void
CLM016307,2024-02-25,SALE105354,Completed
CLM016308,2022-07-06,SALE105357,Completed
CLM016309,2025-11-30,SALE105361,Completed
CLM016310,2025-04-09,SALE105375,Rejected
CLM016311,2021-01-07,SALE105379,Replaced
CLM016312,2024-06-09,SALE105381,Paid Repaired
CLM016313,2022-06-25,SALE105382,Replaced
CLM016314,2021-05-21,SALE105389,Rejected
CLM016315,2020-08-24,SALE105394,Rejected
CLM016316,2024-12-01,SALE105396,Warranty Void
CLM016317,2021-09-26,SALE105398,Paid Repaired
CLM016318,2023-07-20,SALE105404,Completed
CLM016319,2020-11-15,SALE105410,Warranty Void
CLM016320,2021-01-11,SALE105416,Completed
CLM016321,2021-06-03,SALE105422,Rejected
CLM016322,2024-07-27,SALE105426,Completed
CLM016323,2023-06-14,SALE105427,Paid Repaired
CLM016324,2022-07-05,SALE105435,Replaced
CLM016325,2025-12-31,SALE105443,Replaced
CLM016326,2024-11-04,SALE105446,Paid Repaired
CLM016327,2025-06-27,SALE105448,Replaced
CLM016328,2023-01-02,SALE105449,Paid Repaired
CLM016329,2024-10-01,SALE105459,Replaced
CLM016330,2020-11-11,SALE105461,Paid Repaired
CLM016331,2023-12-20,SALE105463,Completed
CLM016332,2020-05-11,SALE105464,Completed
CLM016333,2025-12-31,SALE105466,Pending
CLM016334,2021-10-14,SALE105472,Replaced
CLM016335,2024-11-26,SALE105482,Completed
CLM016336,2025-07-06,SALE105486,Warranty Void
CLM016337,2022-03-01,SALE105487,Completed
CLM016338,2021-10-21,SALE105493,Completed
CLM016339,2024-05-15,SALE105494,Paid Repaired
CLM016340,2021-12-16,SALE105504,Completed
CLM016341,2021-09-18,SALE105507,Replaced
CLM016342,2022-04-29,SALE105511,Replaced
CLM016343,2021-08-27,SALE105518,Pending
CLM016344,2024-10-21,SALE105519,Warranty Void
CLM016345,2025-06-17,SALE105520,Completed
CLM016346,2021-05-24,SALE105521,Completed
CLM016347,2024-03-24,SALE105525,Completed
CLM016348,2025-06-28,SALE105527,Replaced
CLM016349,2022-03-21,SALE105536,Replaced
CLM016350,2022-05-06,SALE105548,Rejected
CLM016351,2022-04-22,SALE105549,Replaced
CLM016352,2024-02-04,SALE105554,Completed
CLM016353,2024-08-05,SALE105559,Rejected
CLM016354,2021-02-01,SALE105577,Completed
CLM016355,2022-07-25,SALE105582,Completed
CLM016356,2022-03-14,SALE105597,Completed
CLM016357,2025-09-28,SALE105600,Rejected
CLM016358,2022-10-30,SALE105609,Completed
CLM016359,2025-09-23,SALE105620,Completed
CLM016360,2022-07-24,SALE105625,Paid Repaired
CLM016361,2023-02-18,SALE105628,Replaced
CLM016362,2023-01-13,SALE105630,Completed
CLM016363,2023-09-05,SALE105635,Completed
CLM016364,2023-12-16,SALE105643,Completed
CLM016365,2021-09-01,SALE105644,Warranty Void
CLM016366,2023-04-15,SALE105655,Replaced
CLM016367,2022-10-26,SALE105663,Replaced
CLM016368,2021-07-26,SALE105667,Paid Repaired
CLM016369,2022-03-20,SALE105683,Completed
CLM016370,2024-05-21,SALE105692,Completed
CLM016371,2023-12-07,SALE105716,Warranty Void
CLM016372,2025-12-31,SALE105719,Warranty Void
CLM016373,2025-07-06,SALE105722,Replaced
CLM016374,2022-10-11,SALE105723,Paid Repaired
CLM016375,2024-06-01,SALE105725,Completed
CLM016376,2021-06-09,SALE105727,Completed
CLM016377,2024-02-27,SALE105738,Completed
CLM016378,2020-12-15,SALE105744,Completed
CLM016379,2022-02-04,SALE105751,Completed
CLM016380,2022-02-04,SALE105753,Pending
CLM016381,2025-12-31,SALE105755,Completed
CLM016382,2024-03-26,SALE105772,Paid Repaired
CLM016383,2022-12-15,SALE105775,Completed
CLM016384,2024-01-31,SALE105787,Replaced
CLM016385,2021-06-02,SALE105789,Rejected
CLM016386,2023-12-14,SALE105792,Paid Repaired
CLM016387,2022-10-28,SALE105795,Completed
CLM016388,2021-09-15,SALE105808,Pending
CLM016389,2022-06-29,SALE105813,Completed
CLM016390,2024-10-28,SALE105817,Pending
CLM016391,2023-09-29,SALE105819,Pending
CLM016392,2021-11-23,SALE105821,Replaced
CLM016393,2024-06-25,SALE105825,Completed
